sitio,ponto,data,especie,individuo,abund_50,abund_L,altura,comp_raiz,comp_folha,larg_folha,comp_peciolo,larg_caule,grau_herbivoria
Guaraguacu,M9,abr./16,Pistia_stratiotes,2,1,5,13,28.5,14.9,15.4,37.5,1.5,2
Guaraguacu,M9,abr./16,Pistia_stratiotes,3,1,1,5.5,11,5.5,4.6,0.9,NA,2
Guaraguacu,M9,abr./16,Urochloa_arrecta,1,4,5,52.5,7.3,11.5,1.85,0,0.45,1
Guaraguacu,M9,abr./16,Urochloa_arrecta,2,4,5,75,8.6,10.5,2.1,0,0.45,1
Guaraguacu,M9,abr./16,Urochloa_arrecta,3,4,5,35,9.4,12.4,1.8,0,0.4,0
Guaraguacu,PM02,abr./16,Hydrocotyle_leucocephala,1,1,3,4,23,4,4.5,1.6,3.5,0
Guaraguacu,PM02,abr./16,Hydrocotyle_leucocephala,2,1,3,8,11.5,5.5,6.5,1.1,4,1
Guaraguacu,PM02,abr./16,Hydrocotyle_leucocephala,3,1,2,4.8,4.5,5.2,6,0.85,4.5,0
Guaraguacu,PM02,abr./16,Panicum_sp,1,1,2,101,21,48,2.4,0,1.95,1
Guaraguacu,PM02,abr./16,Panicum_sp,2,1,2,72,14.2,53,2.5,0,9,0
Guaraguacu,PM02,abr./16,Panicum_sp,3,1,2,95,24.5,51.5,2.6,0,0.9,1
Guaraguacu,PM02,abr./16,Pistia_stratiotes,1,1,1,6,19,7.5,4.4,0.4,3.34,1
Guaraguacu,PM02,abr./16,Pistia_stratiotes,2,1,2,3,15,4.2,4,0.1,1.8,2
Guaraguacu,PM02,abr./16,Salvinia_biloba,1,1,3,0.3,0.35,1.9,1.8,0.35,1,3
Guaraguacu,PM02,abr./16,Urochloa_arrecta,1,5,5,87,17.4,12.7,2.3,0,1.8,0
Guaraguacu,PM02,abr./16,Urochloa_arrecta,2,5,5,36,13,4.3,0.9,0,02.01,0
Guaraguacu,PM02,abr./16,Urochloa_arrecta,3,5,5,59,11.5,9.1,2,0,0.45,1
Guaraguacu,PM04,abr./16,Apalanthe_sp,1,1,1,8.5,12.5,0.6,0.1,0,0.1,0
Guaraguacu,PM04,abr./16,Apalanthe_sp,2,1,1,17,8.5,0.7,0.1,0.05,0.15,0
Guaraguacu,PM04,abr./16,Apalanthe_sp,3,1,1,18,5.5,0.9,0.1,0.01,0.1,0
Guaraguacu,PM04,abr./16,Eichhornia_crassipes,1,1,3,11,26.5,7.8,9.5,14,1,0
Guaraguacu,PM04,abr./16,Eichhornia_crassipes,2,1,5,25,72,9.9,10.3,21,1.1,2
Guaraguacu,PM04,abr./16,Eichhornia_crassipes,3,1,3,33,51,10,10.6,29,0.8,2
Guaraguacu,PM04,abr./16,Hymenachne_amplexicaulis,1,3,3,27,32,19.5,2.8,NA,0.6,2
Guaraguacu,PM04,abr./16,Hymenachne_amplexicaulis,2,3,3,60,21,18.3,2.8,NA,0.6,2
Guaraguacu,PM04,abr./16,Hymenachne_amplexicaulis,3,3,4,128,20,21.7,2.7,NA,0.5,3
Guaraguacu,PM04,abr./16,Lemna_sp,1,1,1,0,5.7,0.35,0.2,NA,NA,0
Guaraguacu,PM04,abr./16,Ludwigia_peruviana,1,1,2,13,21,6.5,3,0.3,0.35,2
Guaraguacu,PM04,abr./16,Ludwigia_peruviana,2,1,3,22,22.5,6.7,3.8,0.6,0.8,1
Guaraguacu,PM04,abr./16,Ludwigia_peruviana,3,1,2,58,33,9.6,4,0.3,0.4,3
Guaraguacu,PM04,abr./16,Myriophyllum_aquaticum,1,1,1,6.5,23.7,1.7,0.4,0.3,0.35,0
Guaraguacu,PM04,abr./16,Myriophyllum_aquaticum,2,1,1,8,15,1.5,0.6,0.35,0.3,1
Guaraguacu,PM04,abr./16,Myriophyllum_aquaticum,3,1,1,9.5,17,1.5,0.6,0.4,0.35,1
Guaraguacu,PM04,abr./16,Nymphaea_sp,1,4,5,0.01,NA,29,27,62,NA,3
Guaraguacu,PM04,abr./16,Nymphaea_sp,2,4,5,0.01,NA,31,26,121,NA,3
Guaraguacu,PM04,abr./16,Nymphaea_sp,3,4,5,0.01,NA,33,30,142,NA,3
Guaraguacu,PM04,abr./16,Polygonum_punctatum,1,1,1,55,19,9,1.8,NA,0.3,1
Guaraguacu,PM04,abr./16,Polygonum_punctatum,2,1,1,85,41,10,1.9,NA,0.4,2
Guaraguacu,PM04,abr./16,Polygonum_punctatum,3,1,1,98,70,11,1.8,NA,0.5,3
Guaraguacu,PM04,abr./16,Ricciocarpus_natans,1,1,1,0,0.3,0.3,0.4,NA,NA,0
Guaraguacu,PM04,abr./16,Ricciocarpus_natans,2,1,1,0,0.7,0.45,0.5,NA,NA,0
Guaraguacu,PM04,abr./16,Ricciocarpus_natans,3,1,1,0,0.5,0.4,0.5,NA,NA,0
Guaraguacu,PM04,abr./16,Salvinia_biloba,1,1,2,0.3,6.7,1.2,0.9,0.45,0.1,3
Guaraguacu,PM04,abr./16,Salvinia_biloba,2,1,1,0.4,6,1.5,1.7,0.4,5,3
Guaraguacu,PM04,abr./16,Salvinia_biloba,3,1,2,0.5,10.5,1.8,2.4,0.4,0.1,3
Guaraguacu,PM04,abr./16,Urochloa_arrecta,1,4,4,10,5,6.1,2.2,NA,0.2,1
Guaraguacu,PM04,abr./16,Urochloa_arrecta,2,4,5,30,7,4.2,1,NA,0.15,3
Guaraguacu,PM04,abr./16,Urochloa_arrecta,3,4,5,31,10.3,4.3,1.5,NA,0.3,2
Guaraguacu,PM04,abr./16,Utricularia_gibba,1,1,1,12.5,NA,0.7,0.02,NA,0.05,0
Guaraguacu,PM04,abr./16,Utricularia_gibba,2,1,1,17,NA,0.5,0.05,NA,0.02,0
Guaraguacu,PM04,abr./16,Utricularia_gibba,3,1,1,27.5,NA,1.1,0.02,NA,0.05,0
Guaraguacu,PM08,abr./16,Eichhornia_crassipes,1,1,4,31,33.7,11.7,11.8,36.5,2,4
Guaraguacu,PM08,abr./16,Eichhornia_crassipes,2,1,2,35,39,12.2,12.8,39.5,1,3
Guaraguacu,PM08,abr./16,Eichhornia_crassipes,3,1,4,48.5,33,14.7,13.7,58,1.7,3
Guaraguacu,PM08,abr./16,Hydrocotyle_leucocephala,1,1,5,6.5,10,05.05,6.3,4.9,0.45,1
Guaraguacu,PM08,abr./16,Hydrocotyle_leucocephala,2,1,5,10.5,23.5,7.5,9.5,18,0.7,2
Guaraguacu,PM08,abr./16,Hydrocotyle_leucocephala,3,1,5,15.5,6.5,8.5,10.2,14.7,0.7,0
Guaraguacu,PM08,abr./16,Pistia_stratiotes,1,2,2,4,17,5,4.9,1.3,0.35,2
Guaraguacu,PM08,abr./16,Pistia_stratiotes,2,2,5,11.8,56.5,14.5,8.1,3,0.6,3
Guaraguacu,PM08,abr./16,Pistia_stratiotes,3,2,5,14.5,58.5,15.6,8.5,3.2,0.65,3
Guaraguacu,PM08,abr./16,Urochloa_arrecta,1,5,2,44,38,11.7,1.9,NA,0.35,0
Guaraguacu,PM08,abr./16,Urochloa_arrecta,2,5,5,55,6,12,2,NA,0.45,0
Guaraguacu,PM08,abr./16,Urochloa_arrecta,3,5,5,73,11.7,11.8,2.4,NA,0.3,0
Guaraguacu,PM10,abr./16,Apalanthe_sp,1,1,3,27.5,3.4,0.9,0.1,0,0.05,0
Guaraguacu,PM10,abr./16,Apalanthe_sp,2,1,3,36,7.45,0.85,0.15,0,0.1,0
Guaraguacu,PM10,abr./16,Apalanthe_sp,3,1,3,40,9,0.85,0.05,0,0.1,0
Guaraguacu,PM10,abr./16,Eichhornia_crassipes,1,2,3,13.5,24.5,7.1,10.2,15.3,0.7,5
Guaraguacu,PM10,abr./16,Eichhornia_crassipes,2,2,4,19,20,7.6,7.6,19.5,0.95,4
Guaraguacu,PM10,abr./16,Eichhornia_crassipes,3,2,4,32.5,20,9,8.9,25.5,0.95,3
Guaraguacu,PM10,abr./16,Hydrocotyle_leucocephala,1,2,5,5.5,15.5,5.1,6,6.2,0.45,0
Guaraguacu,PM10,abr./16,Hydrocotyle_leucocephala,2,2,3,8,22.6,5.5,6.5,8.4,0.4,3
Guaraguacu,PM10,abr./16,Hydrocotyle_leucocephala,3,2,5,13.5,22.5,7.4,8.9,15.5,0.35,1
Guaraguacu,PM10,abr./16,Lemna_sp,1,1,1,0.01,1.4,0.35,0.2,NA,NA,2
Guaraguacu,PM10,abr./16,Lemna_sp,2,1,1,0.01,1.15,0.35,0.2,NA,NA,0
Guaraguacu,PM10,abr./16,Lemna_sp,3,1,1,0.01,2.1,0.3,0.25,NA,NA,0
Guaraguacu,PM10,abr./16,Ludwigia_peruviana,1,1,1,58,NA,12.5,1.4,0.4,0.5,5
Guaraguacu,PM10,abr./16,Ludwigia_peruviana,2,1,1,65,10.5,11.1,1.5,0.35,0.35,5
Guaraguacu,PM10,abr./16,Nymphaea_sp,1,1,5,0.01,NA,34.5,31,228,NA,5
Guaraguacu,PM10,abr./16,Nymphaea_sp,2,1,4,0.01,NA,36,33.5,94,NA,5
Guaraguacu,PM10,abr./16,Nymphaea_sp,3,1,5,0.01,NA,33,31,196,NA,3
Guaraguacu,PM10,abr./16,Panicum_acuminatum,1,1,1,60,NA,12.9,3.1,0,0.35,1
Guaraguacu,PM10,abr./16,Pistia_stratiotes,1,1,3,0.5,5.5,0.9,1,0.4,0.1,2
Guaraguacu,PM10,abr./16,Pistia_stratiotes,2,1,1,2.5,3.8,2.9,3,0.85,NA,3
Guaraguacu,PM10,abr./16,Pistia_stratiotes,3,1,4,3,16.5,3.3,3.3,1,0.15,2
Guaraguacu,PM10,abr./16,Salvinia_minima,1,1,1,0.1,0.9,0.75,0.7,0.2,0.05,2
Guaraguacu,PM10,abr./16,Salvinia_minima,2,1,1,0.1,1.4,0.9,0.75,0.25,0.05,0
Guaraguacu,PM10,abr./16,Salvinia_minima,3,1,1,0.1,0.5,0.7,0.6,0.25,0.1,5
Guaraguacu,PM10,abr./16,Urochloa_arrecta,1,5,5,34,12.3,10.3,1.95,0,0.35,0
Guaraguacu,PM10,abr./16,Urochloa_arrecta,2,5,5,74,10.8,13.7,2.35,0,0.35,1
Guaraguacu,PM10,abr./16,Urochloa_arrecta,3,5,5,105,4.5,12.3,1.8,0,0.35,1
Guaraguacu,PM12,abr./16,Crinum_americanum,1,5,5,88,NA,94,4,NA,NA,0
Guaraguacu,PM12,abr./16,Crinum_americanum,2,5,3,44,NA,74,3.5,NA,NA,0
Guaraguacu,PM12,abr./16,Crinum_americanum,3,5,5,97,NA,113,4.2,NA,NA,1
Guaraguacu,PM12,abr./16,Cyperus_giganteus,1,5,3,222,NA,272,1.2,NA,NA,0
Guaraguacu,PM12,abr./16,Cyperus_giganteus,2,5,3,60,20,171,1.4,NA,NA,0
Guaraguacu,PM12,abr./16,Cyperus_giganteus,3,5,4,197,NA,238,1.45,NA,NA,2
Guaraguacu,PM14,abr./16,Eleocharis_tenuissima,1,1,4,79,NA,85,0.5,NA,NA,0
Guaraguacu,PM14,abr./16,Eleocharis_tenuissima,2,1,4,84,NA,136,0.45,NA,NA,0
Guaraguacu,PM14,abr./16,Eleocharis_tenuissima,3,1,4,113,NA,136,0.5,NA,NA,0
Guaraguacu,PM14,abr./16,Hydrocotyle_leucocephala,1,5,4,3.5,24.5,6.7,8.4,13.5,0.5,1
Guaraguacu,PM14,abr./16,Hydrocotyle_leucocephala,2,5,4,18.5,5.5,8.2,9.7,20,0.75,0
Guaraguacu,PM14,abr./16,Hydrocotyle_leucocephala,3,5,4,21,5.5,7.6,9.8,20,0.8,0
Guaraguacu,PM14,abr./16,Lemna_sp,1,2,1,0.01,0.5,0.4,0.15,NA,NA,0
Guaraguacu,PM14,abr./16,Lemna_sp,2,2,1,0.01,1.1,0.4,0.3,NA,NA,0
Guaraguacu,PM14,abr./16,Lemna_sp,3,2,1,0.01,3,0.5,0.3,NA,NA,0
Guaraguacu,PM14,abr./16,Ludwigia_grandiflora,1,2,4,10,5.5,3.8,1.9,0.8,0.3,3
Guaraguacu,PM14,abr./16,Ludwigia_grandiflora,2,2,4,10.5,14.5,3.3,2.2,0.7,0.3,4
Guaraguacu,PM14,abr./16,Ludwigia_grandiflora,3,2,5,37,16,12,1.7,0.5,0.4,5
Guaraguacu,PM14,abr./16,Ludwigia_peruviana,1,1,2,93,NA,9.5,1.6,0.35,0.45,2
Guaraguacu,PM14,abr./16,Ludwigia_peruviana,2,1,2,98,NA,11,2.1,0.4,0.3,3
Guaraguacu,PM14,abr./16,Pistia_stratiotes,1,4,5,8.5,38,12.5,7.6,1.8,NA,3
Guaraguacu,PM14,abr./16,Pistia_stratiotes,2,4,5,11,51,16.5,9.3,2.4,0.5,3
Guaraguacu,PM14,abr./16,Pistia_stratiotes,3,4,5,15,51,17.6,10.2,3.3,0.7,3
Guaraguacu,PM14,abr./16,Polygonum_hydropiperoides,1,3,2,33,9.8,8.4,1.4,NA,0.2,3
Guaraguacu,PM14,abr./16,Polygonum_hydropiperoides,2,3,5,59,35.5,21,3.2,NA,0.7,2
Guaraguacu,PM14,abr./16,Polygonum_hydropiperoides,3,3,3,62,15.2,15.5,2.5,NA,0.6,1
Guaraguacu,PM14,abr./16,Polygonum_punctatum,1,4,5,58,8.1,16.5,2.3,NA,0.35,2
Guaraguacu,PM14,abr./16,Polygonum_punctatum,2,4,5,64,14.3,20.5,2.7,NA,0.4,1
Guaraguacu,PM14,abr./16,Polygonum_punctatum,3,4,5,104,19.5,17,2.4,NA,0.45,0
Guaraguacu,PM14,abr./16,Rhyncosphora_sp,1,1,2,99,NA,113,1.1,NA,NA,0
Guaraguacu,PM14,abr./16,Rhyncosphora_sp,2,1,3,105,NA,95,1.6,NA,NA,0
Guaraguacu,PM14,abr./16,Rhyncosphora_sp,3,1,2,130,NA,110,1.6,NA,NA,3
Guaraguacu,PM14,abr./16,Salvinia_cubensis,3,3,5,46,13.7,55,1,NA,0.7,0
Guaraguacu,PM14,abr./16,Salvinia_cubensis,1,3,5,55,16.5,69,1.3,NA,NA,0
Guaraguacu,PM14,abr./16,Salvinia_cubensis,2,3,5,75,9.5,59,0.7,NA,0.35,0
Guaraguacu,PM14,abr./16,Urochloa_arrecta,1,5,5,50,4.5,12.5,1.7,NA,0.35,0
Guaraguacu,PM14,abr./16,Urochloa_arrecta,2,5,5,64,4.6,13.8,1.8,NA,0.4,1
Guaraguacu,PM14,abr./16,Urochloa_arrecta,3,5,5,91,5,12,2.1,NA,0.4,2
Guaraguacu,M1,set./16,Eleocharis_tenuissima,1,2,2,50,NA,55,0.3,NA,NA,0
Guaraguacu,M1,set./16,Eleocharis_tenuissima,2,2,4,75,NA,103,0.3,NA,NA,0
Guaraguacu,M1,set./16,Eleocharis_tenuissima,3,2,5,135,NA,112,0.3,NA,NA,0
Guaraguacu,M1,set./16,Rhyncosphora_corymbosa,1,5,4,72,NA,94,1.6,NA,NA,1
Guaraguacu,M1,set./16,Rhyncosphora_corymbosa,2,5,5,78,NA,120,1.4,NA,NA,1
Guaraguacu,M1,set./16,Rhyncosphora_corymbosa,3,5,5,101,NA,125,3.1,NA,NA,1
Guaraguacu,M2,set./16,Azolla_caroliniana,1,2,5,0.01,0.5,0.1,0.05,NA,NA,0
Guaraguacu,M2,set./16,Azolla_caroliniana,2,2,5,0.01,8,0.2,0.15,NA,NA,0
Guaraguacu,M2,set./16,Azolla_caroliniana,3,2,4,0.01,6.5,0.1,0.1,NA,NA,0
Guaraguacu,M2,set./16,Eichhornia_crassipes,1,1,3,10,107.5,4.7,6.5,11.7,1.2,4
Guaraguacu,M2,set./16,Eichhornia_crassipes,2,1,5,16.5,49.5,4.6,6.9,11.7,0.6,4
Guaraguacu,M2,set./16,Eichhornia_crassipes,3,1,5,16.5,59,5.5,7.4,14.2,1.2,3
Guaraguacu,M2,set./16,Hymenachne_amplexicaulis,1,1,1,15.5,14,12.8,2.7,NA,0.6,1
Guaraguacu,M2,set./16,Hymenachne_amplexicaulis,2,1,1,19,21.7,8,2.5,NA,0.4,1
Guaraguacu,M2,set./16,Hymenachne_amplexicaulis,3,1,1,29,8.9,10.4,3,NA,0.3,0
Guaraguacu,M2,set./16,Ludwigia_peruviana,1,2,5,10,31,8.7,4.2,0.7,0.7,2
Guaraguacu,M2,set./16,Ludwigia_peruviana,2,2,4,10.5,23.5,7.5,4.9,1.2,0.4,1
Guaraguacu,M2,set./16,Ludwigia_peruviana,3,2,5,15,14.5,7.4,4.2,1.3,0.4,1
Guaraguacu,M2,set./16,Nymphaea_sp,1,1,4,0.01,NA,14,16.2,91.9,NA,2
Guaraguacu,M2,set./16,Nymphaea_sp,2,1,2,0.01,NA,17.2,17.5,122.5,NA,2
Guaraguacu,M2,set./16,Nymphaea_sp,3,1,5,0.01,NA,16.1,15.5,93.5,NA,2
Guaraguacu,M2,set./16,Oxycaryum_cubense,1,1,1,2.1,1.7,2.6,0.15,NA,NA,0
Guaraguacu,M2,set./16,Oxycaryum_cubense,2,1,1,4.5,28.7,4.9,0.15,NA,NA,0
Guaraguacu,M2,set./16,Oxycaryum_cubense,3,1,1,5.2,5.5,7.4,0.15,NA,NA,0
Guaraguacu,M2,set./16,Rhyncosphora_corymbosa,1,5,2,70,NA,70.5,1.1,NA,NA,2
Guaraguacu,M2,set./16,Rhyncosphora_corymbosa,2,5,4,73,NA,67.5,5.1,NA,NA,1
Guaraguacu,M2,set./16,Rhyncosphora_corymbosa,3,5,4,81,NA,100.1,1.1,NA,NA,0
Guaraguacu,M2,set./16,Ricciocarpus_natans,1,1,1,NA,0.9,0.3,0.4,NA,NA,0
Guaraguacu,M2,set./16,Ricciocarpus_natans,2,1,1,NA,0.7,0.4,0.3,NA,NA,0
Guaraguacu,M2,set./16,Ricciocarpus_natans,3,1,1,NA,0.5,0.3,0.2,NA,NA,0
Guaraguacu,M2,set./16,Salvinia_biloba,1,1,4,0.5,14.3,1.5,1.4,0.3,0.3,2
Guaraguacu,M2,set./16,Salvinia_biloba,2,2,5,1,4.2,1.9,2.2,0.6,0.15,1
Guaraguacu,M2,set./16,Salvinia_biloba,3,1,5,1.5,15.5,1.9,2.2,0.3,0.2,2
Guaraguacu,M4,set./16,Apalanthe_sp,1,1,1,13.2,3.4,0.9,0.1,NA,0.1,0
Guaraguacu,M4,set./16,Apalanthe_sp,2,1,4,26.4,4.5,0.7,0.1,NA,0.1,0
Guaraguacu,M4,set./16,Apalanthe_sp,3,1,4,40.5,10.7,0.9,0.1,NA,0.1,0
Guaraguacu,M4,set./16,Cyperus_giganteus,1,5,3,45,NA,74.7,0.8,NA,NA,1
Guaraguacu,M4,set./16,Cyperus_giganteus,2,5,3,140,NA,212,1.5,NA,NA,1
Guaraguacu,M4,set./16,Cyperus_giganteus,3,5,3,207,NA,228,1.5,NA,NA,1
Guaraguacu,M4,set./16,Egeria_densa,1,5,2,103.5,15.3,2.4,0.2,NA,0.2,0
Guaraguacu,M4,set./16,Egeria_densa,2,5,5,105,61,3.2,0.4,NA,0.3,0
Guaraguacu,M4,set./16,Egeria_densa,3,5,5,141.5,46,3.3,0.3,NA,0.15,0
Guaraguacu,M4,set./16,Eichhornia_crassipes,1,2,2,8,26,4.6,7.9,6.4,0.7,3
Guaraguacu,M4,set./16,Eichhornia_crassipes,2,2,3,11,51,8,10,13.5,0.9,2
Guaraguacu,M4,set./16,Eichhornia_crassipes,3,2,5,22,22.3,7.4,9.7,21.5,1.7,4
Guaraguacu,M4,set./16,Hydrocotyle_leucocephala,1,1,1,5,7.7,7.3,9.2,28.4,0.4,4
Guaraguacu,M4,set./16,Hydrocotyle_leucocephala,2,1,2,0.01,29.5,7.4,8.9,15.7,0.5,2
Guaraguacu,M4,set./16,Hydrocotyle_leucocephala,3,1,1,0.5,4.9,1.5,1.9,6.3,0.1,1
Guaraguacu,M4,set./16,Lemna_sp,1,1,1,0.01,0.3,0.3,0.2,NA,NA,0
Guaraguacu,M4,set./16,Lemna_sp,2,1,2,0.01,1.1,0.3,0.1,NA,NA,0
Guaraguacu,M4,set./16,Lemna_sp,3,1,2,0.01,0.6,0.3,0.2,NA,NA,1
Guaraguacu,M4,set./16,Ludwigia_peruviana,1,1,5,32,NA,4.2,3.1,1.2,0.3,2
Guaraguacu,M4,set./16,Ludwigia_peruviana,2,1,5,38,14.5,7.3,5.2,1.5,0.9,0
Guaraguacu,M4,set./16,Ludwigia_peruviana,3,1,5,40,26.5,6.4,4.5,1.9,0.6,1
Guaraguacu,M4,set./16,Nhernanoera_sp,1,1,1,6,7.7,2.2,1,0.2,0.4,0
Guaraguacu,M4,set./16,Nhernanoera_sp,2,1,1,14.6,7.5,3.2,1,0.2,0.4,0
Guaraguacu,M4,set./16,Nhernanoera_sp,3,1,1,14.5,8.4,2.9,1.2,0.3,0.3,0
Guaraguacu,M4,set./16,Nymphaea_sp,1,3,4,0.01,22,14.5,15.2,62.5,NA,4
Guaraguacu,M4,set./16,Nymphaea_sp,2,3,4,0.01,NA,11.8,12.5,55.5,NA,2
Guaraguacu,M4,set./16,Nymphaea_sp,3,3,5,0.01,80.7,12.5,13.2,40.5,NA,2
Guaraguacu,M4,set./16,Oxycaryum_cubense,1,1,1,20,15.2,35.4,0.9,NA,NA,1
Guaraguacu,M4,set./16,Oxycaryum_cubense,2,1,2,13,15.7,20.4,0.6,NA,NA,0
Guaraguacu,M4,set./16,Oxycaryum_cubense,3,1,2,22,14.7,23,0.8,NA,0.7,3
Guaraguacu,M4,set./16,Pistia_stratiotes,1,1,1,1,5.8,2.7,2.7,0.4,NA,1
Guaraguacu,M4,set./16,Pistia_stratiotes,2,1,1,2.5,17.5,5.9,5.5,1.2,0.4,4
Guaraguacu,M4,set./16,Pistia_stratiotes,3,1,1,3.5,11.5,4.4,3.9,0.8,1.7,4
Guaraguacu,M4,set./16,Salvinia_biloba,1,1,1,0.3,8,2.1,2,0.3,0.1,3
Guaraguacu,M4,set./16,Salvinia_biloba,2,1,2,0.2,3.5,1.7,1.5,0.3,0.1,3
Guaraguacu,M4,set./16,Salvinia_biloba,3,1,2,0.5,8.7,2.3,2.2,0.3,0.1,2
Guaraguacu,M5,set./16,Apalanthe_sp,1,1,1,11.2,2.1,0.6,0.05,NA,0.1,0
Guaraguacu,M5,set./16,Apalanthe_sp,2,1,1,12.5,10,0.9,0.15,NA,0.15,0
Guaraguacu,M5,set./16,Apalanthe_sp,3,1,1,26.5,9.1,0.8,0.15,NA,0.1,0
Guaraguacu,M5,set./16,Commelina_nudiflora,1,2,2,14,10,8,2,,0.4,3
Guaraguacu,M5,set./16,Commelina_nudiflora,2,2,2,18,NA,9.8,2.1,NA,0.4,4
Guaraguacu,M5,set./16,Crinum_americanum,1,1,3,30,NA,50.5,4,NA,NA,1
Guaraguacu,M5,set./16,Crinum_americanum,2,1,3,37.5,NA,65,3.9,NA,NA,1
Guaraguacu,M5,set./16,Crinum_americanum,3,1,3,49,NA,58.5,4.1,NA,NA,1
Guaraguacu,M5,set./16,Cyperus_giganteus,1,3,4,76,NA,153,1.1,NA,NA,0
Guaraguacu,M5,set./16,Cyperus_giganteus,2,3,4,190,NA,233.2,1.2,NA,NA,0
Guaraguacu,M5,set./16,Cyperus_giganteus,3,3,4,202,NA,253,1.1,NA,NA,0
Guaraguacu,M5,set./16,Echinodorus_tenellus,1,1,5,36,NA,31,20,91,NA,1
Guaraguacu,M5,set./16,Echinodorus_tenellus,2,1,5,56,NA,30,24,82,NA,1
Guaraguacu,M5,set./16,Echinodorus_tenellus,3,1,5,76,NA,36,28,104,NA,3
Guaraguacu,M5,set./16,Eichhornia_crassipes,1,1,4,4,6,3,5,0.3,NA,1
Guaraguacu,M5,set./16,Eichhornia_crassipes,2,1,4,6,41,3.8,5.8,0.6,NA,2
Guaraguacu,M5,set./16,Eichhornia_crassipes,3,1,4,6,52,4,6.5,0.3,NA,1
Guaraguacu,M5,set./16,Myriophyllum_aquaticum,1,1,3,3.5,8,2.5,0.8,0.3,0.3,0
Guaraguacu,M5,set./16,Myriophyllum_aquaticum,2,1,3,5,10.3,2.6,0.7,0.4,0.3,0
Guaraguacu,M5,set./16,Myriophyllum_aquaticum,3,1,3,6.5,11.1,2.5,0.6,0.3,0.3,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
